id,symbol,yield,ytdReturn,threeYearAverageReturn,fiveYearAverageReturn,cashPosition,stockPosition,bondPosition,otherPosition,longSummary
283,EWM,0.028199999,-0.0804206,-0.048218597,-0.0430641,0.0086,0.9914,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is designed to measure the performance of the large- and mid- capitalization segments of the Malaysian market. The fund is non-diversified."
284,EMXF,0.0253,-0.014387799,-0.0120164,0,0.0034,0.99660003,0,0,"The index is a free float-adjusted market capitalization-weighted index designed to reflect the equity performance of large- and mid-capitalization emerging market companies with favorable ESG ratings while applying extensive screens, including removing fossil fuel exposure. The fund generally will invest at least 90% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. It is non-diversified."
285,IBDR,0.0317,0.0175066,-0.0229596,0.0300072,0.01,0,0.99,0,"The fund will invest at least 80% of its assets in the component instruments of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The index consists of U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion."
286,SPVM,0.026800001,-0.0208639,0.11462691,0.0701941,0.0013,0.9987,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which is designed tomeasure the performance of 100 stocks in the S&P 500® Index (the “Parent Index”) that have relatively high “value” and “momentum” scores."
287,FTSM,0.0421,0.036852602,0.0160068,0.0176729,0.3989,0,0.6011,0,"Under normal market conditions, the Advisor intends to achieve its investment objective by investing at least 80% of its net assets in a portfolio of U.S. dollar-denominated fixed- and variable-rate debt securities. Normally the fund's portfolio is expected to have an average duration of less than one year and an average maturity of less than three years."
288,PABU,0.0115,0.1427831,0,0,0.0022,0.9978,0,0,"The underlying index is composed of U.S. large- and mid-capitalization stocks that are selected and weighted so that, in the aggregate, the portfolio is compatible with the objectives of the Paris Agreement by following a decarbonization trajectory. The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The fund is non-diversified."
289,VAW,0.019199999,-0.008346301,0.0791912,0.0891447,0.016900001,0.9831,0,0,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Materials 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the materials sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified."
290,SPLV,0.0249,-0.0676564,0.044406198,0.0607467,0,1,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, S&P Dow Jones Indices LLC (the “index Provider”) compiles, maintains and calculates the underlying index, which is designed to measure the performance of the 100 least volatile constituents of the S&P 500 ® Index over the past 12 months as determined by the index Provider."
291,TECB,0.0032,0.3410503,0.038548,0,0.0007,0.9992,0,0,"The underlying index measures the performance of U.S. listed companies engaged in cutting edge research and development of products and services in the areas of robotics and artificial intelligence, cyber security, cloud and data tech, financial technology, and genomics and immunology. It generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index."
292,QQEW,0.0064999997,0.1600863,0.053139903,0.1226492,0.0017,0.9983,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is the equal-weighted version of the NASDAQ-100 Index® which includes 100 of the largest U.S. and international non-financial companies listed on Nasdaq based on market capitalization."
293,LRGF,0.0163,0.1195496,0.0927349,0.08549771,0.0023,0.9978,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is composed of large- and mid-capitalization equity securities from the STOXX USA 900 index that are selected and weighted using an optimization process designed to maximize exposure to five target factors: momentum, quality, value, low volatility and size."
294,ROKT,0.0050999997,0.006368,0.0685601,0.0664714,0.0008,0.9992,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to capture companies whose products and services are driving innovation behind the exploration of deep space and deep sea. The fund may invest in equity securities that are not included in the index, cash and cash equivalents or money market instruments. It is non-diversified."
295,IMCV,0.0253,-0.029207101,0.1158857,0.0542486,0.0037,0.9963,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of U.S. stocks issued by mid-capitalization companies that have exhibited “value” characteristics as determined by Morningstar, Inc.’s proprietary index methodology."
296,WPS,0.0197,-0.1075999,-0.059795298,-0.0384834,0.0075,0.9896,0,0.0029,"The fund generally invests at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the index, but which BFA believes will help the fund track the index."
297,IYM,0.0191,-0.0030254,0.0851776,0.0825606,0.0023999999,0.9976,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the basic materials sector of the U.S. equity market. The fund is non-diversified."
298,IGSB,0.0297,0.0160325,-0.0124521,0.016619701,0.0011999999,0,0.9955,0,"The index measures the performance of investment-grade corporate bonds of both U.S. and non-U.S. issuers that are U.S. dollar-denominated and publicly issued in the U.S. domestic market and have a remaining maturity of greater than or equal to one year and less than five years. The fund will invest at least 80% of its assets in the component securities of the index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the index."
299,IBDT,0.0402,0.0029589,-0.0384107,0.022462498,0.0034999999,0,0.9951,0,"The fund will invest at least 80% of its assets in the component instruments of the underlying index and will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The index consists of U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion."
300,BSCU,0.0418,-0.015245,-0.0594077,0,0.00029999999,0,0.9997,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2030. It does not purchase all of the securities in the index; instead, the fund utilizes a ""sampling"" methodology to seek to achieve its investment objective."
301,CNRG,0.0121,-0.2309689,-0.076809004,0.1787598,0.001,0.9991,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to capture companies whose products and services are driving innovation behind clean power. The fund may invest in equity securities that are not included in the index, cash and cash equivalents or money market instruments, such as repurchase agreements and money market funds. It is non-diversified."
302,IWY,0.0070999996,0.2989951,0.088952705,0.1524595,0.0013,0.9987,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents,."
303,VCSH,0.028199999,0.01365,-0.0136373,0.0154658,0.0061000003,0,0.9938,0,"The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. 1-5 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by U.S. and non-U.S. industrial, utility, and financial companies, with maturities between 1 and 5 years. Under normal circumstances, at least 80% of the fund's assets will be invested in bonds included in the index."
304,DVYA,0.0681,-0.0335893,0.0402258,-0.0042447997,0.013099999,0.98690003,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index measures the stock performance of high dividend paying companies listed in Australia, Hong Kong, Japan, New Zealand and Singapore."
305,VCEB,0.0367,-0.0208441,-0.0593682,0,0.0067000003,0,0.9933,0,"The index excludes bonds with maturities of less than 1 year and with less than $750 million outstanding, and is screened for certain environmental, social, and governance (ESG) criteria by the index provider, which is independent of Vanguard. All of the fund’s investments will be selected through the sampling process, and under normal circumstances, at least 80% of the fund’s assets will be invested in bonds included in the index."
306,VT,0.0212,0.0807477,0.057364896,0.0747452,0.014400001,0.985,0,0.0005,"The fund employs an indexing investment approach designed to track the performance of the FTSE Global All Cap Index. The advisor attempts to sample the target index by investing all, or substantially all, of its assets in common stocks in the index and by holding a representative sample of securities that resembles the full index in terms of key risk factors and other characteristics."
307,ACWV,0.0217,0.0028391,0.026503699,0.043086,0.0036000002,0.9959,0.0005,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index measures the combined performance of equity securities in both developed and emerging markets that, in the aggregate, have lower volatility relative to the large- and mid-cap developed and emerging markets."
308,ONEV,0.019,0.0138775,0.103061706,0.092863195,0.0008,0.9992,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to reflect the performance of a segment of large-capitalization U.S. equity securities demonstrating a combination of core factors (high value, high quality, and low size characteristics), with a focus factor comprising low volatility characteristics."
309,FTCS,0.014099999,-0.0017585,0.0621415,0.0849337,0.0032,0.9967,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index seeks to provide exposure to well-capitalized companies with strong market positions that have the potential to provide their stockholders with a greater degree of stability and performance over time."
310,HDV,0.041100003,-0.0364646,0.1054585,0.0565761,0.0016,0.9985,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is comprised of qualified income paying securities that are screened for superior company quality and financial health as determined by Morningstar, Inc.'s proprietary index methodology. The fund is non-diversified."
311,HUSV,0.0186,-0.0392637,0.0582211,0.0784254,0.0033000002,0.9967,0,0,"The fund seeks to achieve its investment objective by investing at least 80% of its net assets in common stocks of domestic companies listed and traded on U.S. national securities exchanges that the sub-advisor believes exhibit low future expected volatility. To implement this strategy, the sub-advisor employs volatility forecasting models to forecast future expected volatility. The strategy is largely quantitative and rules-based, but also includes multiple parameters over which the sub-advisor may exercise discretion in connection with its active management of the fund."
312,EWH,0.0345,-0.18701228,-0.0597315,-0.027560899,0.0041,0.9959,0,0,"The fund seeks to track the investment results of the index, which is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the large- and mid-capitalization segments of the equity market in Hong Kong. It generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index."
313,IGN,0.004,-0.16592449,0.052371804,0.030220399,0.00090000004,0.9991,0,0,"The underlying index which measures the performance of stocks of U.S.-listed companies, as well as U.S.-listed ADRs of foreign companies from developed markets, involved in the ownership and management of data centers, telecommunication towers, and related equipment, as determined by S&P Dow Jones Indices LLC. The fund is non-diversified."
314,IYE,0.029000001,0.05942,0.49846599,0.085742995,0.0019,0.9981,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the energy sector of the U.S. equity market. The fund is non-diversified."
315,FEX,0.0162,0.0048782,0.078748204,0.0789295,0.0039,0.9961,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to select stocks from the NASDAQ US 500 Large Cap Index TM (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
316,RLY,0.0546,-0.01079,0.1391876,0.061498597,0.1877,0.628,0.1197,0.0647,"Under normal circumstances, the Adviser invests at least 80% of the net assets of the fund among ETPs that provide exposure to the following primary asset classes: (i) inflation protected securities issued by the United States government; (ii) domestic and international real estate securities; (iii) commodities; (iv) publicly-traded domestic and international infrastructure companies; and (iv) publicly-traded companies in natural resources and/or commodities businesses."
317,VOE,0.0251,-0.039291,0.0898012,0.0595728,0.0052,0.99480003,0,0,"The fund employs an indexing investment approach designed to track the performance of the CRSP US Mid Cap Value Index, a broadly diversified index of value stocks of mid-size U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
318,XVV,0.0137,0.15164329,0.086668596,0,0.0022,0.9978,0,0,"The fund seeks to track the investment results of the S&P 500 Sustainability Screened Index, which measures the performance of the large-capitalization sector of the U.S. equity market while excluding companies involved in controversial business activities and controversies, as determined by S&P Dow Jones Indices LLC. BFA uses a representative sampling indexing strategy to manage the fund. It is non-diversified."
319,FDL,0.0454,-0.068850495,0.1152295,0.0664196,0.0109,0.98910004,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to measure the performance of the 100 highest-yielding stocks that have a consistent record of dividend payment and have the ability to sustain their dividend payments. It is non-diversified."
320,VONG,0.0078,0.2598905,0.0741352,0.14151579,0.0002,0.9999,0,0,"The index is designed to measure the performance of large-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund may become non-diversified, as defined under the Investment Company Act of 1940, solely as a result of a change in relative market capitalization or index weighting of one or more constituents of the index."
321,IWF,0.0075,0.2593675,0.073218,0.140263,0.0014,0.9987,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified."
322,BLKC,0.024300002,0.5449504,0,0,0.0001,0.84800005,0,0.1519,"The fund generally will invest at least 80% of its total assets in the securities that comprise the underlying index. The underlying index is comprised of two different components: (i) stocks of companies that are materially engaged in the research and development of blockchain technology, cryptocurrency mining, cryptocurrency buying, or cryptocurrency enabling technologies; and (ii) ETPs and private investment trusts that invest at least 75% of their assets in Bitcoin. The fund is non-diversified."
323,IBDU,0.0424,-0.0015617999,-0.046108797,0,0.0031,0,0.9968,0,"The fund is a term fund that will terminate on or about December 15, 2029, at which time it will distribute its remaining net assets to shareholders pursuant to a plan of liquidation. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade (as determined by Bloomberg Index Services Limited (the ""index provider"" or ""Bloomberg"")) corporate bonds scheduled to mature between January 1, 2029 and December 15, 2029, inclusive."
324,IBDS,0.0374,0.0057765003,-0.029395001,0.0272843,0.0038,0,0.9961,0,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The index is composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2027."
325,EAGG,0.0308,-0.0335481,-0.0602986,-0.0031641999,0.043,0,0.95699996,0,"The underlying index includes investment-grade U.S. Treasury bonds, non-securitized government-related bonds (“government-related bonds”), corporate bonds, mortgage-backed pass-through securities (“MBS”), commercial mortgage-backed securities (“CMBS”) and asset-backed securities (“ABS”) that are publicly offered for sale in the U.S. The fund will invest at least 80% of its assets in the component securities of the underlying index."
326,AIA,0.026500002,-0.021429902,-0.0794122,0.0141855,0.0033000002,0.9967,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified."
327,IBDY,,,0,0,0.0031,0,0.9969,0,"The fund will invest at least 80% of its assets in the component instruments of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index. The fund is non-diversified."
328,XAR,0.0044,0.062409,0.0869726,0.0560706,0.0008,0.9992,0,0,"In seeking to track the performance of the S&P Aerospace & Defense Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the aerospace and defense segment of the S&P Total Market Index (""S&P TMI"")."
329,SHE,0.0163,0.0954509,0.041932803,0.059295703,0.0011999999,0.9988,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. In addition, it may invest in equity securities that are not included in the index, cash and cash equivalents or money market instruments. The fund is non-diversified."
330,SPYX,0.013200001,0.1252432,0.0833026,0.107803695,0.0018000001,0.9982,0,0,"Normally, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. In addition, it may invest in equity securities that are not included in the index, cash and cash equivalents or money market instruments. The index is designed to measure the performance of companies in the S&P 500 Index that are ""fossil fuel free"", which are defined as companies that do not own fossil fuel reserves."
331,SPIB,0.0363,-0.0010719,-0.0327822,0.0133331,0.0005,0,0.9988,0,"The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of U.S. corporate bonds that have a maturity of greater than or equal to 1 year and less than 10 years."
332,BSCQ,0.0345,0.0156574,-0.023668,0.0300853,0.0004,0,0.9996,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2026 (collectively, ""2026 Bonds"")."
333,AOA,0.0198,0.0591624,0.0399473,0.0595224,0.0062,0.80230004,0.1911,0.0001,"The fund is a fund of funds and seeks its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes. It generally will invest at least 80% of its assets in the component securities of the underlying index. The index measures the performance of the S&P Dow Jones Indices LLC proprietary allocation model."
334,IFGL,0.0208,-0.1220962,-0.0648932,-0.0457749,0.0078,0.96870005,0,0.0235,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of companies engaged in the ownership, trading and development of income-producing real estate in the developed real estate markets (except for the U.S.) as defined by FTSE EPRA Nareit."
335,SPLG,0.015700001,0.1282453,0.0934625,0.1111429,0.0029,0.997,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the large-capitalization segment of the U.S. equity market."
336,VOO,0.0159,0.1285699,0.093097694,0.109577104,0.0058,0.9942,0,0,"The fund employs an indexing investment approach designed to track the performance of the Standard & Poor's 500 Index, a widely recognized benchmark of U.S. stock market performance that is dominated by the stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
337,PBP,0.012,0.0707997,0.0663101,0.0333581,-0.0004,1.0004001,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index and will write (sell) call options thereon. The underlying index is a total return benchmark index that is designed to track the performance of a hypothetical ""buy-write"" strategy on the S&P 500® Index."
338,SPY,0.0152,0.1275453,0.0925436,0.109230205,0.0034,0.99660003,0,0,"The Trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the “Portfolio”), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index."
339,IVV,0.0156,0.1283681,0.0931364,0.1096428,0.0023999999,0.9976,0,0,"The index measures the performance of the large-capitalization sector of the U.S. equity market, as determined by SPDJI. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents."
340,ONEY,0.0341,-0.0186134,0.1590728,0.089598104,0.0018000001,0.9982,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to reflect the performance of a segment of large-capitalization U.S. equity securities demonstrating a combination of core factors (high value, high quality, and low size characteristics), with a focus factor comprising high yield characteristics (the ""Factor Characteristics"")."
341,XLE,0.0336,0.0776194,0.5220885,0.10605779,0.0016,0.9984,0,0,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Energy companies by the GICS®, including securities of companies from the following industries: oil, gas and consumable fuels; and energy equipment and services. It is non-diversified."
342,IBDW,0.0468,-0.026605101,0,0,0.005,0,0.9949,0,"The index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature between January 1, 2031 and December 15, 2031, inclusive. The fund will invest at least 80% of its assets in the component instruments of the underlying index, and will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. It is non-diversified."
343,EQWL,0.0211,0.0560007,0.1047573,0.101147,0.0002,0.9998,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which consists of all of the components of the S&P 100® Index."
344,QQQ,0.006,0.35775268,0.0891001,0.1658687,0,1,0,0,"To maintain the correspondence between the composition and weights of the securities in the trust (the ""securities"") and the stocks in the NASDAQ-100 Index®, the adviser adjusts the securities from time to time to conform to periodic changes in the identity and/or relative weights of index securities. The composition and weighting of the securities portion of a portfolio deposit are also adjusted to conform to changes in the index."
345,QQQM,0.0067000003,0.3587228,0.090186596,0,-0.00029999999,1.0002999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, Nasdaq, Inc. (“Nasdaq” or the “index provider”) compiles, maintains and calculates the underlying index, which includes securities of 100 of the largest domestic and international nonfinancial companies listed on The Nasdaq Stock Market LLC based on market capitalization. It is non-diversified."
346,PEY,0.0467,-0.0634576,0.1212786,0.0549243,0,1,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, Nasdaq, Inc. includes common stocks in the underlying index that have a consistent record of dividend increases, principally on the basis of dividend yield and consistent growth in dividends."
347,EWT,0.0475,0.115039796,0.064446904,0.118110396,0.0064999997,0.9935,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the large- and mid-capitalization segments of the equity market in Taiwan. The fund is non-diversified."
348,STLG,0.0124,0.2543444,0.0886581,0,0.00090000004,0.9991,0,0,"The underlying index is designed to select equity securities from the Russell 1000® Growth Index, which in turn is a subset of the Russell 1000® Index. It generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The fund is non-diversified."
349,IGOV,0.0011,-0.0605364,-0.115312,-0.0487088,0.0031,0,0.9969,0,"The fund will invest at least 80% of its assets in the component securities of the underlying index and will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The underlying index measures the performance of fixed-rate, local currency, investment-grade, sovereign bonds from certain developed markets. The fund is non-diversified."
350,LQD,0.040999997,-0.038844198,-0.0729988,0.003804,0.0057,0,0.994,0,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that the advisor believes will help the fund track the underlying index. The underlying index is designed to provide a broad representation of the U.S. dollar-denominated liquid investment-grade corporate bond market."
351,LQDI,0.039300002,-0.012986701,-0.020295,0.027495401,-0.0069,0,1.0006,0.006,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index."
352,LQDW,0.19409999,0.002178,0,0,0.0108,-0.002,0.991,0,"The fund will seek to write call options up to (but not exceeding) the full amount of shares of the underlying fund held in the fund (i.e., the short position in the call option is offset, or “covered,” by the long position the fund holds in shares of the underlying fund)."
353,VTC,0.0379,-0.0248143,-0.0594024,0.0050226003,0.0043,0,0.9954,0,"The fund is a fund of funds and employs an indexing investment approach designed to track the performance of the Bloomberg U.S. Corporate Bond Index, which measures the investment-grade, fixed-rate, taxable corporate bond market. The index includes U.S. dollar-denominated securities that are publicly issued by industrial, utility, and financial issuers."
354,FTXN,0.0313,0.1357342,0.5018913,0.086949594,0.0063,0.9937,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to provide exposure to U.S. companies comprising the oil and gas sector that have been selected based upon their liquidity and ranking. It is non-diversified."
355,FXH,0.0023999999,-0.1292633,-0.0132772,0.0383885,0.0013,0.9987,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is a modified equal-dollar weighted index to objectively identify and select stocks from the Russell 1000® Index in the health care sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology."
356,FTRI,0.061100002,-0.0185677,0.174279,0.0770751,0.0183,0.9817,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is a free float adjusted market capitalization weighted index designed to measure the market performance of the 50 highest dividend yielding companies involved in the upstream segment of the natural resources sector. The fund is non-diversified."
357,ONEO,0.0177,0.0142407,0.081434004,0.071825,0.0011,0.9989,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to reflect the performance of a segment of large-capitalization U.S. equity securities demonstrating a combination of core factors (high value, high quality, and low size characteristics), with a focus factor comprising high momentum characteristics."
358,USIG,0.039100002,-0.0199144,-0.0563633,0.0066453,0.0058999998,0,0.9922,0,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that the advisor believes will help the fund track the underlying index. The underlying index measures the performance of investment-grade corporate bonds of both U.S. and non-U.S. issuers that are U.S. dollar-denominated and publicly issued in the U.S. domestic market."
359,IDAT,0.0072000003,0.090237595,0,0,0.0023,0.9977,0,0,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The fund is non-diversified."
360,ARVR,0.0027,0.201693,0,0,0.0015,0.9985,0,0,"Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in the common stocks and depositary receipts that comprise the index. The index is comprised of companies that provide services and products that support the infrastructure and applications of the Metaverse. The fund is non-diversified."
361,LQDH,0.0643,0.0673989,0.0362579,0.027455699,-0.20729999,0,0.91040003,0.2965,"The index is designed to minimize the interest-rate risk exposure of a portfolio composed of U.S. dollar-denominated, investment grade bonds, represented in the index by the underlying fund, by including a series of up to 10 interest rate swap contracts with different maturities. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the index and/or bonds included in the underlying index of the underlying fund."
362,SPBO,0.0471,-0.0225542,-0.057958003,0.0086729005,0.0017,0,0.9976,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to measure the performance of the investment grade corporate bond market."
363,PBD,0.0359,-0.22764549,-0.1565147,0.0673955,-0.0002,1.0001999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index, as well as American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"") that represent securities in the underlying index. The underlying index is comprised primarily of companies whose technologies focus on the generation and use of cleaner energy, conservation and efficiency, and the advancement of renewable energy in general, as determined by the index provider."
364,MGK,0.0053,0.3382316,0.073141,0.1463888,0.0014,0.9986,0,0,"The fund employs an indexing investment approach designed to track the performance of the index. The index is a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of mega-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified."
365,AFLG,0.0121,0.0728174,0.0737168,0,0.0029,0.997,0,0,"Under normal market conditions, the fund will invest at least 80% of its net assets (including investment borrowings) in U.S.-listed equity securities issued by large capitalization companies. The manager defines large capitalization companies as those that, at the time of investment, have a minimum market capitalization equal to or greater than the minimum market capitalization of a widely recognized index of large capitalization companies based upon the composition of the index at the time of investment."
